ENST00000456328	ENSG00000223972
ENST00000580052	ENSG00000229526
ENST00000639528	ENSG00000167494
ENST00000392176	ENSG00000213077
ENST00000578214	ENSG00000264885
ENST00000584957	ENSG00000265478
ENST00000577360	ENSG00000264273
ENST00000354432	ENSG00000196893
ENST00000583141	ENSG00000263394
ENST00000573866	ENSG00000262202
ENST00000573168	ENSG00000262319
ENST00000584365	ENSG00000266664
ENST00000572818	ENSG00000262292
ENST00000451099	ENSG00000235397
ENST00000581122	ENSG00000265263
ENST00000579897	ENSG00000265126
ENST00000437646	ENSG00000227078
ENST00000435953	ENSG00000231477
ENST00000574267	ENSG00000262769
ENST00000452153	ENSG00000231625
ENST00000578640	ENSG00000264932
ENST00000577087	ENSG00000262681
ENST00000580884	ENSG00000264785
ENST00000620112	ENSG00000276406
ENST00000583067	ENSG00000266126
ENST00000564549	ENSG00000261033
ENST00000580225	ENSG00000263494
ENST00000580993	ENSG00000266839
ENST00000578315	ENSG00000214832
ENST00000583863	ENSG00000265556
ENST00000458685	ENSG00000230528
ENST00000587907	ENSG00000266925
ENST00000581013	ENSG00000231645
ENST00000563569	ENSG00000260907
ENST00000591705	ENSG00000267075
ENST00000579603	ENSG00000263946
ENST00000580931	ENSG00000264422
ENST00000399044	ENSG00000214819
ENST00000428134	ENSG00000227685
ENST00000578210	ENSG00000226521
ENST00000578585	ENSG00000264215
ENST00000578888	ENSG00000266369
ENST00000581673	ENSG00000264660
ENST00000580962	ENSG00000263986
ENST00000456235	ENSG00000236819
ENST00000611551	ENSG00000274180
ENST00000577309	ENSG00000265043
ENST00000582990	ENSG00000264023
ENST00000584594	ENSG00000265265
ENST00000579239	ENSG00000266466
ENST00000536958	ENSG00000266050
ENST00000618784	ENSG00000260157
ENST00000567955	ENSG00000260458
ENST00000584755	ENSG00000263563
ENST00000612344	ENSG00000276399
ENST00000562182	ENSG00000261020
ENST00000582527	ENSG00000266885
ENST00000540040	ENSG00000256618
ENST00000483901	ENSG00000243655
ENST00000582507	ENSG00000264262
ENST00000577879	ENSG00000265114
ENST00000581944	ENSG00000265246
ENST00000581118	ENSG00000266313
ENST00000583643	ENSG00000265801
ENST00000577746	ENSG00000266872
ENST00000583179	ENSG00000265788
ENST00000582441	ENSG00000266202
ENST00000581901	ENSG00000266527
ENST00000567574	ENSG00000260019
ENST00000587058	ENSG00000267644
ENST00000441253	ENSG00000237575
ENST00000592016	ENSG00000267259
ENST00000579045	ENSG00000266830
ENST00000583761	ENSG00000265060
ENST00000578466	ENSG00000264486
ENST00000564762	ENSG00000260777
ENST00000591482	ENSG00000258924
ENST00000577850	ENSG00000265618
ENST00000536498	ENSG00000274529
ENST00000613598	ENSG00000277450
ENST00000580714	ENSG00000265254
ENST00000577790	ENSG00000258472
ENST00000585189	ENSG00000265168
ENST00000582858	ENSG00000264608
ENST00000579019	ENSG00000265287
ENST00000578819	ENSG00000265205
ENST00000582718	ENSG00000264577
ENST00000587898	ENSG00000267729
ENST00000577325	ENSG00000265474
ENST00000579468	ENSG00000265840
ENST00000582320	ENSG00000264066
ENST00000579673	ENSG00000264304
ENST00000579154	ENSG00000265908
ENST00000581964	ENSG00000263613
ENST00000359450	ENSG00000221995
ENST00000582196	ENSG00000263709
ENST00000225387	ENSG00000108255
ENST00000584958	ENSG00000266111
ENST00000577218	ENSG00000264808
ENST00000307201	ENSG00000168792
ENST00000581474	ENSG00000264031
ENST00000579050	ENSG00000264290
ENST00000584986	ENSG00000264647
ENST00000582367	ENSG00000264007
ENST00000581240	ENSG00000263370
ENST00000582881	ENSG00000265625
ENST00000577846	ENSG00000263657
ENST00000584258	ENSG00000263477
ENST00000583250	ENSG00000265289
ENST00000582938	ENSG00000265394
ENST00000586878	ENSG00000266919
ENST00000581946	ENSG00000265739
ENST00000591928	ENSG00000266987
ENST00000581633	ENSG00000264125
ENST00000577420	ENSG00000266120
ENST00000579378	ENSG00000263860
ENST00000582125	ENSG00000266775
ENST00000563063	ENSG00000259928
ENST00000579301	ENSG00000248121
ENST00000582841	ENSG00000265443
ENST00000585212	ENSG00000265791
ENST00000580085	ENSG00000266490
ENST00000621598	ENSG00000276250
ENST00000580873	ENSG00000265334
ENST00000584157	ENSG00000263531
ENST00000614165	ENSG00000275185
ENST00000442757	ENSG00000230113
ENST00000579561	ENSG00000265743
ENST00000580979	ENSG00000264456
ENST00000584499	ENSG00000266340
ENST00000583377	ENSG00000264107
ENST00000584382	ENSG00000266371
ENST00000578584	ENSG00000265118
ENST00000612557	ENSG00000278546
ENST00000412403	ENSG00000228768
ENST00000578650	ENSG00000266877
ENST00000577970	ENSG00000263567
ENST00000585025	ENSG00000265046
ENST00000583236	ENSG00000263990
ENST00000583346	ENSG00000264300
ENST00000358484	ENSG00000264164
ENST00000581225	ENSG00000266379
ENST00000580412	ENSG00000263369
ENST00000613639	ENSG00000277511
ENST00000398832	ENSG00000214708
ENST00000584815	ENSG00000263674
ENST00000580360	ENSG00000265139
ENST00000620729	ENSG00000274341
ENST00000618199	ENSG00000278668
ENST00000584721	ENSG00000266385
ENST00000584125	ENSG00000264083
ENST00000313401	ENSG00000176749
ENST00000581360	ENSG00000266718
ENST00000578408	ENSG00000265222
ENST00000583156	ENSG00000263717
ENST00000584219	ENSG00000266599
ENST00000577227	ENSG00000265337
ENST00000582272	ENSG00000264458
ENST00000435733	ENSG00000226377
ENST00000444464	ENSG00000236377
ENST00000578040	ENSG00000264598
ENST00000584688	ENSG00000266535
ENST00000579745	ENSG00000265544
ENST00000585093	ENSG00000265697
ENST00000584863	ENSG00000265115
ENST00000577546	ENSG00000264643
ENST00000577584	ENSG00000265689
ENST00000637454	ENSG00000283417
ENST00000636421	ENSG00000265356
ENST00000582685	ENSG00000263435
ENST00000580658	ENSG00000263485
ENST00000581727	ENSG00000265775
ENST00000577709	ENSG00000264791
ENST00000583224	ENSG00000263571
ENST00000579438	ENSG00000264990
ENST00000305869	ENSG00000172156
ENST00000394620	ENSG00000108700
ENST00000225844	ENSG00000181374
ENST00000225842	ENSG00000108702
ENST00000623254	ENSG00000197322
ENST00000577556	ENSG00000264174
ENST00000579327	ENSG00000264622
ENST00000361952	ENSG00000198783
ENST00000593039	ENSG00000267618
ENST00000612426	ENSG00000273687
ENST00000590309	ENSG00000267457
ENST00000158009	ENSG00000073598
ENST00000585646	ENSG00000267782
ENST00000590144	ENSG00000266981
ENST00000297307	ENSG00000164729
ENST00000589099	ENSG00000267711
ENST00000592117	ENSG00000267547
ENST00000587012	ENSG00000267745
ENST00000587076	ENSG00000267349
ENST00000592908	ENSG00000267074
ENST00000585536	ENSG00000267035
ENST00000415846	ENSG00000236320
ENST00000588445	ENSG00000267359
ENST00000591634	ENSG00000267625
ENST00000603816	ENSG00000271392
ENST00000605738	ENSG00000270829
ENST00000603981	ENSG00000270871
ENST00000603678	ENSG00000270894
ENST00000618141	ENSG00000273736
ENST00000611905	ENSG00000275152
ENST00000617897	ENSG00000275718
ENST00000617747	ENSG00000278690
ENST00000578447	ENSG00000278097
ENST00000569055	ENSG00000260287
ENST00000610350	ENSG00000274226
ENST00000620210	ENSG00000275954
ENST00000618067	ENSG00000275720
ENST00000616810	ENSG00000276508
ENST00000610398	ENSG00000275613
ENST00000614759	ENSG00000276707
ENST00000613270	ENSG00000277911
ENST00000620689	ENSG00000277589
ENST00000615419	ENSG00000277579
ENST00000619606	ENSG00000278638
ENST00000611897	ENSG00000275029
ENST00000617427	ENSG00000276054
ENST00000620218	ENSG00000273965
ENST00000619099	ENSG00000277688
ENST00000617867	ENSG00000274244
ENST00000615743	ENSG00000275173
ENST00000620247	ENSG00000273513
ENST00000616101	ENSG00000274419
ENST00000622206	ENSG00000278299
ENST00000621587	ENSG00000278599
ENST00000620215	ENSG00000274611
ENST00000616263	ENSG00000274996
ENST00000621654	ENSG00000273604
ENST00000612330	ENSG00000277969
ENST00000618407	ENSG00000275532
ENST00000620144	ENSG00000275665
ENST00000610658	ENSG00000277182
ENST00000614158	ENSG00000275489
ENST00000581083	ENSG00000263466
ENST00000580121	ENSG00000265784
ENST00000583195	ENSG00000263874
ENST00000378079	ENSG00000204952
ENST00000582518	ENSG00000266013
ENST00000425901	ENSG00000214553
ENST00000579256	ENSG00000266101
ENST00000333461	ENSG00000141750
ENST00000580264	ENSG00000265460
ENST00000582842	ENSG00000266469
ENST00000615852	ENSG00000273576
ENST00000398554	ENSG00000214546
ENST00000377924	ENSG00000204913
ENST00000246672	ENSG00000126368
ENST00000581080	ENSG00000265666
ENST00000578774	ENSG00000266208
ENST00000578689	ENSG00000183153
ENST00000269593	ENSG00000141753
ENST00000619697	ENSG00000278834
ENST00000394052	ENSG00000213424
ENST00000264651	ENSG00000167916
ENST00000422957	ENSG00000229028
ENST00000312150	ENSG00000204897
ENST00000335552	ENSG00000186393
ENST00000306658	ENSG00000173908
ENST00000582101	ENSG00000264488
ENST00000269576	ENSG00000186395
ENST00000579136	ENSG00000265359
ENST00000251643	ENSG00000187242
ENST00000418393	ENSG00000234477
ENST00000391586	ENSG00000212899
ENST00000391587	ENSG00000212900
ENST00000361883	ENSG00000221852
ENST00000377747	ENSG00000204887
ENST00000344363	ENSG00000221880
ENST00000306271	ENSG00000188581
ENST00000391418	ENSG00000212724
ENST00000394015	ENSG00000213417
ENST00000440582	ENSG00000241241
ENST00000391413	ENSG00000212721
ENST00000394014	ENSG00000213416
ENST00000345847	ENSG00000198090
ENST00000343246	ENSG00000198271
ENST00000390661	ENSG00000171396
ENST00000391356	ENSG00000196156
ENST00000377726	ENSG00000244537
ENST00000377721	ENSG00000239886
ENST00000411528	ENSG00000204873
ENST00000254072	ENSG00000187272
ENST00000334109	ENSG00000241595
ENST00000394008	ENSG00000198083
ENST00000391355	ENSG00000212659
ENST00000391354	ENSG00000180386
ENST00000391353	ENSG00000212658
ENST00000391352	ENSG00000212657
ENST00000334202	ENSG00000186860
ENST00000007735	ENSG00000006059
ENST00000251646	ENSG00000131738
ENST00000394001	ENSG00000131737
ENST00000251645	ENSG00000094796
ENST00000225550	ENSG00000108417
ENST00000246646	ENSG00000171360
ENST00000225899	ENSG00000108759
ENST00000411759	ENSG00000229732
ENST00000456403	ENSG00000226629
ENST00000329402	ENSG00000184502
ENST00000560400	ENSG00000259623
ENST00000319121	ENSG00000178502
ENST00000619176	ENSG00000274630
ENST00000377540	ENSG00000204815
ENST00000587304	ENSG00000267221
ENST00000565659	ENSG00000260325
ENST00000586351	ENSG00000267658
ENST00000293330	ENSG00000161610
ENST00000592536	ENSG00000267758
ENST00000597755	ENSG00000236194
ENST00000617211	ENSG00000278829
ENST00000357037	ENSG00000177469
ENST00000591343	ENSG00000267222
ENST00000591237	ENSG00000267632
ENST00000225927	ENSG00000108784
ENST00000585572	ENSG00000266929
ENST00000590513	ENSG00000266962
ENST00000593139	ENSG00000267042
ENST00000592440	ENSG00000267765
ENST00000613683	ENSG00000273650
ENST00000328434	ENSG00000183978
ENST00000320033	ENSG00000175906
ENST00000588060	ENSG00000267151
ENST00000588996	ENSG00000267747
ENST00000593169	ENSG00000267440
ENST00000301691	ENSG00000167941
ENST00000449302	ENSG00000231256
ENST00000591540	ENSG00000267604
ENST00000592842	ENSG00000267420
ENST00000565120	ENSG00000261514
ENST00000585899	ENSG00000267638
ENST00000293414	ENSG00000161664
ENST00000586560	ENSG00000267394
ENST00000588260	ENSG00000267211
ENST00000634783	ENSG00000283045
ENST00000315323	ENSG00000180340
ENST00000589259	ENSG00000266979
ENST00000591628	ENSG00000267160
ENST00000585620	ENSG00000267505
ENST00000591137	ENSG00000267405
ENST00000591013	ENSG00000267334
ENST00000253407	ENSG00000131094
ENST00000593177	ENSG00000267788
ENST00000612013	ENSG00000276728
ENST00000332499	ENSG00000186834
ENST00000331780	ENSG00000184361
ENST00000589730	ENSG00000267446
ENST00000592389	ENSG00000267344
ENST00000433601	ENSG00000236234
ENST00000579913	ENSG00000214425
ENST00000588189	ENSG00000131484
ENST00000586411	ENSG00000267246
ENST00000578936	ENSG00000265547
ENST00000580347	ENSG00000265964
ENST00000329196	ENSG00000185294
ENST00000624111	ENSG00000279685
ENST00000574252	ENSG00000262881
ENST00000537309	ENSG00000256762
ENST00000570454	ENSG00000262372
ENST00000570002	ENSG00000261575
ENST00000458392	ENSG00000232300
ENST00000575126	ENSG00000262031
ENST00000572349	ENSG00000261886
ENST00000639822	ENSG00000262633
ENST00000322329	ENSG00000179673
ENST00000570478	ENSG00000263142
ENST00000574021	ENSG00000262265
ENST00000572193	ENSG00000261872
ENST00000619646	ENSG00000276790
ENST00000523101	ENSG00000253347
ENST00000578482	ENSG00000264558
ENST00000581213	ENSG00000264243
ENST00000580282	ENSG00000266821
ENST00000584276	ENSG00000266601
ENST00000300557	ENSG00000167183
ENST00000578239	ENSG00000264701
ENST00000583349	ENSG00000266341
ENST00000614061	ENSG00000278765
ENST00000582246	ENSG00000263787
ENST00000579033	ENSG00000266222
ENST00000579972	ENSG00000264451
ENST00000464382	ENSG00000239552
ENST00000332503	ENSG00000182742
ENST00000548801	ENSG00000257178
ENST00000239151	ENSG00000120075
ENST00000311177	ENSG00000170689
ENST00000290294	ENSG00000159182
ENST00000290295	ENSG00000159184
ENST00000495536	ENSG00000242407
ENST00000508743	ENSG00000248278
ENST00000435491	ENSG00000230532
ENST00000357424	ENSG00000159224
ENST00000505903	ENSG00000250838
ENST00000504865	ENSG00000251461
ENST00000576461	ENSG00000262039
ENST00000511322	ENSG00000250948
ENST00000506504	ENSG00000250186
ENST00000509950	ENSG00000249497
ENST00000514506	ENSG00000249906
ENST00000503624	ENSG00000250310
ENST00000512720	ENSG00000250751
ENST00000574365	ENSG00000262837
ENST00000376609	ENSG00000204584
ENST00000515692	ENSG00000248954
ENST00000518420	ENSG00000254039
ENST00000511867	ENSG00000248172
ENST00000499842	ENSG00000246640
ENST00000612365	ENSG00000276851
ENST00000620020	ENSG00000275025
ENST00000511361	ENSG00000250282
ENST00000451776	ENSG00000236472
ENST00000523083	ENSG00000253730
ENST00000572855	ENSG00000261959
ENST00000504307	ENSG00000188662
ENST00000509943	ENSG00000249406
ENST00000577175	ENSG00000263176
ENST00000514468	ENSG00000251085
ENST00000508851	ENSG00000251179
ENST00000511627	ENSG00000253102
ENST00000620769	ENSG00000275897
ENST00000502300	ENSG00000249451
ENST00000513378	ENSG00000250976
ENST00000502435	ENSG00000251239
ENST00000574246	ENSG00000262967
ENST00000572491	ENSG00000261976
ENST00000573301	ENSG00000262006
ENST00000501718	ENSG00000247011
ENST00000509833	ENSG00000249870
ENST00000581917	ENSG00000264895
ENST00000514726	ENSG00000249383
ENST00000505978	ENSG00000249982
ENST00000510059	ENSG00000249658
ENST00000441895	ENSG00000225860
ENST00000572848	ENSG00000263317
ENST00000412360	ENSG00000226364
ENST00000623702	ENSG00000227011
ENST00000268919	ENSG00000141200
ENST00000616755	ENSG00000275710
ENST00000574716	ENSG00000263096
ENST00000576751	ENSG00000262079
ENST00000455347	ENSG00000236319
ENST00000571972	ENSG00000262052
ENST00000332822	ENSG00000183691
ENST00000637497	ENSG00000283209
ENST00000574826	ENSG00000262112
ENST00000619432	ENSG00000274213
ENST00000240316	ENSG00000121058
ENST00000572187	ENSG00000262298
ENST00000572877	ENSG00000263120
ENST00000567452	ENSG00000261192
ENST00000576014	ENSG00000263089
ENST00000577189	ENSG00000266100
ENST00000578662	ENSG00000263499
ENST00000299415	ENSG00000166329
ENST00000610469	ENSG00000278642
ENST00000578794	ENSG00000266086
ENST00000584805	ENSG00000266290
ENST00000579991	ENSG00000264364
ENST00000225371	ENSG00000121053
ENST00000611427	ENSG00000278627
ENST00000579003	ENSG00000265206
ENST00000323777	ENSG00000176160
ENST00000321691	ENSG00000181013
ENST00000583666	ENSG00000266826
ENST00000621624	ENSG00000274198
ENST00000308249	ENSG00000175175
ENST00000582080	ENSG00000263938
ENST00000451775	ENSG00000224738
ENST00000577678	ENSG00000265415
ENST00000585190	ENSG00000266002
ENST00000611877	ENSG00000273702
ENST00000590850	ENSG00000267637
ENST00000587125	ENSG00000267104
ENST00000589740	ENSG00000267416
ENST00000634326	ENSG00000280852
ENST00000592317	ENSG00000267095
ENST00000588627	ENSG00000213228
ENST00000592917	ENSG00000267772
ENST00000588604	ENSG00000267207
ENST00000593107	ENSG00000267449
ENST00000585921	ENSG00000267667
ENST00000614751	ENSG00000273982
ENST00000585765	ENSG00000267131
ENST00000623772	ENSG00000187013
ENST00000592766	ENSG00000267137
ENST00000521764	ENSG00000253506
ENST00000602493	ENSG00000263887
ENST00000583426	ENSG00000264546
ENST00000617734	ENSG00000277463
ENST00000611274	ENSG00000274565
ENST00000584542	ENSG00000265000
ENST00000636248	ENSG00000283538
ENST00000581596	ENSG00000266411
ENST00000582889	ENSG00000264513
ENST00000580253	ENSG00000263501
ENST00000431604	ENSG00000226797
ENST00000583552	ENSG00000263644
ENST00000584608	ENSG00000265282
ENST00000582741	ENSG00000265971
ENST00000577329	ENSG00000263489
ENST00000581622	ENSG00000266644
ENST00000577423	ENSG00000280299
ENST00000583416	ENSG00000265912
ENST00000581796	ENSG00000266598
ENST00000579474	ENSG00000263520
ENST00000205948	ENSG00000091583
ENST00000457168	ENSG00000229330
ENST00000262138	ENSG00000075461
ENST00000584277	ENSG00000264491
ENST00000579138	ENSG00000265664
ENST00000226021	ENSG00000108878
ENST00000583452	ENSG00000264421
ENST00000585193	ENSG00000266473
ENST00000577544	ENSG00000264754
ENST00000577385	ENSG00000266717
ENST00000435469	ENSG00000237854
ENST00000620266	ENSG00000278730
ENST00000613178	ENSG00000274561
ENST00000622750	ENSG00000277476
ENST00000612725	ENSG00000278740
ENST00000591222	ENSG00000267731
ENST00000614046	ENSG00000274712
ENST00000577698	ENSG00000265100
ENST00000589826	ENSG00000267461
ENST00000591379	ENSG00000267250
ENST00000585537	ENSG00000267653
ENST00000588041	ENSG00000267194
ENST00000590966	ENSG00000267365
ENST00000592809	ENSG00000267109
ENST00000605009	ENSG00000271239
ENST00000569074	ENSG00000260785
ENST00000637627	ENSG00000283517
ENST00000419257	ENSG00000226101
ENST00000245479	ENSG00000125398
ENST00000577573	ENSG00000264026
ENST00000577281	ENSG00000263680
ENST00000584975	ENSG00000263893
ENST00000583916	ENSG00000264196
ENST00000580671	ENSG00000264860
ENST00000613523	ENSG00000277728
ENST00000579037	ENSG00000265010
ENST00000579100	ENSG00000264750
ENST00000584916	ENSG00000265935
ENST00000583854	ENSG00000263574
ENST00000581911	ENSG00000266765
ENST00000583018	ENSG00000264272
ENST00000585167	ENSG00000266106
ENST00000375366	ENSG00000204347
ENST00000335666	ENSG00000257008
ENST00000330793	ENSG00000167850
ENST00000375352	ENSG00000204345
ENST00000392619	ENSG00000186407
ENST00000582959	ENSG00000264659
ENST00000585285	ENSG00000266036
ENST00000614341	ENSG00000182040
ENST00000328801	ENSG00000182938
ENST00000577295	ENSG00000263586
ENST00000337231	ENSG00000109089
ENST00000584339	ENSG00000265800
ENST00000579554	ENSG00000263786
ENST00000585081	ENSG00000265987
ENST00000578539	ENSG00000264853
ENST00000578226	ENSG00000265342
ENST00000583910	ENSG00000264829
ENST00000586808	ENSG00000266980
ENST00000586076	ENSG00000267801
ENST00000587267	ENSG00000267342
ENST00000593156	ENSG00000267426
ENST00000587348	ENSG00000267615
ENST00000329003	ENSG00000182687
ENST00000322957	ENSG00000129654
ENST00000590241	ENSG00000267543
ENST00000607478	ENSG00000272386
ENST00000640006	ENSG00000284526
ENST00000588104	ENSG00000267078
ENST00000565271	ENSG00000261335
ENST00000612163	ENSG00000277382
ENST00000585863	ENSG00000267065
ENST00000591422	ENSG00000267521
ENST00000584075	ENSG00000265121
ENST00000588701	ENSG00000266998
ENST00000585369	ENSG00000267263
ENST00000591110	ENSG00000267016
